paper_id,region,in_cohort,oa_id,file,doi,title,first_author,year,venue,citations,is_seed,grace_role,mission,paper_category,centre,release,filter,truncation,gia_model,c20,c30,geocenter,c20_c30,depletion_claim,regions_studied,n_quotes,n_quotes_verified,model,extraction_error,fulltext_reextract
170,igp,True,W2997590863,70,10.1029/2018jf004943,Surface Deformation and Influence of Hydrological Mass Over Himalaya and North India Revealed From a Decade of Continuous GPS and GRACE Observations,Ajish P. Saji,2020,Journal of Geophysical Research Earth Surface,36,no,processes-L2-SHM,GRACE,own-SHM,GRGS,RL03,destriping + G250,80,none,unclear,unclear,Swenson 2008,unclear,unsustainable consumption of groundwater associated to irrigation and other anthropogenic uses influences the subsidence rate in the IGP and sub‐Himalaya,Himalaya; North India; Indo-Gangetic Plain; sub-Himalaya,5,4,deepseek-chat,,
171,igp,True,W3087943857,95,10.1080/01431161.2020.1797218,The potential of GRACE in assessing the flood potential of Peninsular Indian River basins,Diksha Gupta,2020,International Journal of Remote Sensing,36,no,uses-published-TWS,GRACE,downstream-use,"CSR, JPL, GFZ",RL05,G300,60,unclear,unclear,unclear,unclear,unclear,,Mahanadi; Godavari; Krishna; Cauvery; Narmada; Tapi,4,4,deepseek-chat,,
172,igp,True,W3110666842,06,10.1002/hyp.14003,"Groundwater depletion in northern India: Impacts of the sub‐regional anthropogenic land‐use, socio‐politics and changing climate",D. K. Panda,2020,Hydrological Processes,34,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,unclear,unclear,unclear,unclear,unclear,unclear,groundwater storage loss in northern India has increased rapidly from 17 km3 to 189 km3 between the pre-2002 and 2002–2013 periods,"northern India; Punjab, Haryana and Delhi; Rajasthan; Uttar Pradesh; Bihar and West Bengal",3,3,deepseek-chat,,
173,igp,True,W4302773526,109,10.1016/j.scitotenv.2022.159289,Reconstruction of GRACE terrestrial water storage anomalies using Multi-Layer Perceptrons for South Indian River basins,K. Satish Kumar,2022,The Science of The Total Environment,34,no,uses-mascon-product,GRACE,mascon,JPL,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,,Godavari River basin; Krishna River basin; Cauvery River basin; Pennar River basin,3,0,deepseek-chat,,
174,igp,True,W2984316053,116,10.1007/s41976-019-00026-6,On the Changes in Groundwater Storage Variability in Western India Using GRACE and Well Observations,R.D. Meghwal,2019,Remote Sensing in Earth Systems Sciences,34,no,uses-mascon-product,GRACE,mascon,"CSR, JPL",RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,groundwater storage from GRACE has declined with a rate of −3.67 km3/year between 2002 and 2016 in WI,western India; Gujarat; Rajasthan,3,3,deepseek-chat,,
175,igp,True,W4220918415,103,10.1029/2021ef002513,"Groundwater Variability Across India, Under Contrasting Human and Natural Conditions",D. K. Panda,2022,Earth s Future,33,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,unclear,unclear,unclear,unclear,unclear,unclear,GRACE observed large-scale water storage losses in the Indo-Gangetic alluvial aquifer of north India,India; Andhra Pradesh; West Bengal; Odisha; Punjab; Haryana; Rajasthan; Karnataka; Tamil Nadu; Gujarat; Uttar Pradesh; Madhya Pradesh; Maharashtra; Kerala; Bihar; Jharkhand; Chattisgarh,3,3,deepseek-chat,,
176,igp,True,W4391888808,28,10.1016/j.envc.2024.100874,"Monitoring of the Groundwater Level using GRACE with GLDAS Satellite Data in Ganga Plain, India to Understand the Challenges of Groundwater, Depletion, Problems, and Strategies for Mitigation",Pawan Kumar Gautam,2024,Environmental Challenges,33,no,uses-published-TWS,GRACE,downstream-use,JPL,RL05,Gaussian,unclear,unclear,unclear,unclear,unclear,unclear,groundwater depletion in Uttar Pradesh,Ganga Plain; Uttar Pradesh,3,3,deepseek-chat,,
177,igp,True,W3016970809,47,10.1016/j.ejrh.2020.100681,Integrating groundwater irrigation into hydrological simulation of India: Case of improving model representation of anthropogenic water use impact using GRACE,Hua Xie,2020,Journal of Hydrology Regional Studies,31,no,processes-L2-SHM,GRACE,own-SHM,CNES-GRGS,RL3-v3,unclear,50,unclear,unclear,unclear,unclear,unclear,groundwater depletion rate of 23.9 km3 H2O/yr (mean) in northwest India,India; northwest India,3,3,deepseek-chat,,
178,igp,True,W4318700663,05,10.1038/s41598-023-28615-y,Estimation of groundwater storage loss for the Indian Ganga Basin using multiple lines of evidence,Sreekanth Janardhanan,2023,Scientific Reports,30,no,uses-mascon-product,GRACE,mascon,CSR-M,unclear,mascon,unclear,unclear,unclear,unclear,unclear,unclear,groundwater storage loss of -1.7 cm/year (median) from GRACE,Ganga Basin,2,2,deepseek-chat,,
179,igp,True,W4293159275,117,10.5194/hess-26-4169-2022,Evaluating downscaling methods of GRACE (Gravity Recovery and Climate Experiment) data: a case study over a fractured crystalline aquifer in southern India,Claire Pascal,2022,Hydrology and earth system sciences,28,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06M,mascon,unclear,unclear,unclear,unclear,unclear,unclear,,fractured crystalline aquifer in southern India; Telangana,3,0,deepseek-chat,,
180,igp,True,W4401370271,36,10.1029/2024ef004516,Summer Monsoon Drying Accelerates India's Groundwater Depletion Under Climate Change,Vimal Mishra,2024,Earth s Future,28,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,rapid groundwater depletion (~1.5 cm/year) with a net loss of 450 km3 of groundwater during 2002–2021,north India,3,3,deepseek-chat,,
181,igp,True,W1978242902,118,10.1016/j.pepi.2014.03.002,"Hydrological changes and vertical crustal deformation in south India: Inference from GRACE, GPS and absolute gravity data",V. M. Tiwari,2014,Physics of The Earth and Planetary Interiors,27,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G250+destripe,60,unclear,unclear,unclear,unclear,unclear,,south India; Hyderabad; Bangalore,4,2,deepseek-chat,,
182,igp,True,W2898608113,110,10.1016/j.quaint.2018.10.036,Monitoring groundwater fluctuations over India during Indian Summer Monsoon (ISM) and Northeast monsoon using GRACE satellite: Impact on agriculture,Anil Kumar Singh,2018,Quaternary International,26,no,uses-published-TWS,GRACE,downstream-use,unclear,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,India; Peninsular India,1,1,deepseek-chat,,
183,igp,True,W4256347109,23,10.26480/bdwre.01.2020.13.18,GROUNDWATER STORAGE CHANGE ESTIMATION USING GRACE SATELLITE DATA IN INDUS BASIN,Muhammad Abdus Salam,2020,Big Data In Water Resources Engineering (BDWRE),24,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,net loss in groundwater storage is at mean rate of 85.01 mm per year,Indus Basin,2,2,deepseek-chat,,
184,igp,True,W3042332580,82,10.1080/01431161.2020.1763503,Changing groundwater storage trend of India after severe drought,Akhilesh S. Nair,2020,International Journal of Remote Sensing,23,no,uses-mascon-product,GRACE,mascon,CSR-M,RL05,mascon,unclear,unclear,unclear,unclear,unclear,unclear,maximum GW depletion rate of 0.25 cm per month for a time period from 2009 to 2016 in Karnataka,India,3,1,deepseek-chat,,
185,igp,True,W2597890811,71,10.1007/s40899-017-0109-4,"A comparative appraisal of ground water resources using GRACE-GPS data in highly urbanised regions of Uttar Pradesh, India",Param K. Gautam,2017,Sustainable Water Resources Management,22,no,processes-L2-SHM,GRACE,own-SHM,CSR,unclear,Swenson-Wahr destripe + G300,unclear,unclear,unclear,unclear,unclear,unclear,Meerut region shows more depletion of -2.76 ± 0.87 cm/year compared to Lucknow at -1.46 ± 0.74 cm/year,Meerut; Lucknow; Uttar Pradesh,2,1,deepseek-chat,,
186,igp,True,W1982437933,104,10.1007/s11069-011-9793-9,Water storage loss in central and south Asia from GRACE satellite gravity: correlations with climate data,Natthachet Tangdamrongsub,2011,Natural Hazards,21,no,processes-L2-SHM,GRACE,own-SHM,CSR,unclear,G300 + destripe,60,Paulson et al. (2007),replaced with SLR,unclear,restored (Swenson et al. 2008),replaced with SLR/unclear,water storage losses occur in this region,central Asia; south Asia,6,4,deepseek-chat,,
187,igp,True,W2884268480,96,10.1007/s11269-018-2070-x,Analyzing Large-Scale Hydrologic Processes Using GRACE and Hydrometeorological Datasets,Chandan Banerjee,2018,Water Resources Management,21,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,India,2,2,deepseek-chat,,
188,igp,True,W3028324937,119,10.1007/s40899-020-00399-3,Satellite-derived GRACE groundwater storage variation in complex aquifer system in India,Leelambar Singh,2020,Sustainable Water Resources Management,20,no,uses-published-TWS,GRACE,downstream-use,JPL,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,groundwater storage has been decreasing for many years,Weinganga–Wardha basin; Mahanadi basin,2,1,deepseek-chat,,
189,igp,True,W4386952123,W4386952123,10.1029/2022wr034243,Streamflow Composition and Water “Imbalance” in the Northern Himalayas,Linfeng Fan,2023,Water Resources Research,20,no,uses-published-TWS,GRACE,downstream-use,,,,,,,,,unclear/unclear,,Yarlung Zangbo River Basin; Tibetan Plateau; Himalayas,0,0,deepseek-chat (full-text 2026 round2),,yes
190,igp,True,W4385834486,83,10.1109/tgrs.2023.3305863,InSAR Time Series Analysis to Evaluate Subsidence Risk of Monumental Chandigarh City (India) and Surroundings,Jung‐Rack Kim,2023,IEEE Transactions on Geoscience and Remote Sensing,19,no,uses-published-TWS,GRACE,downstream-use,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,ground subsidence up to 120 mm/year,Chandigarh city and surroundings; Himalayan groundwater storage (HGS) system; northwestern parts of India,0,0,deepseek-chat,,
191,igp,True,W3196028865,105,10.1007/s12665-021-09905-y,Interpreting land subsidence impacts due to groundwater depletion using remote sensing-based GRACE gravity anomaly and DInSAR technique: a study on north-western parts of India,Pranshu Pranjal,2021,Environmental Earth Sciences,18,no,uses-mascon-product,GRACE,mascon,JPL,unclear,mascon,unclear,unclear,unclear,unclear,unclear,unclear,"groundwater depletion at the rate of 46.26 cm/year, 49.16 cm/year, 120.77 cm/year and 237.69 cm/year at Dera Bassi, Landran, Singhpura, and Ambala respectively; GRACE TWS change of 12.65 cm/year",north-western India; Punjab; Haryana; Dera Bassi; Landran; Singhpura; Ambala,2,2,deepseek-chat,,
192,igp,True,W4407681992,29,10.1029/2024wr038279,Declining Groundwater Storage in the Indus Basin Revealed Using GRACE and GRACE‐FO Data,Jaydeo K. Dharpure,2025,Water Resources Research,18,no,uses-mascon-product,GRACE+GRACE-FO,mascon,multiple,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,Annual GWSA demonstrates that a major portion (83.7%) of the basin is experiencing significant decline (<−0.15 cm/yr) at p < 0.05.,Indus basin; Kabul; Lower Indus; Panjnad; Upper Indus,3,2,deepseek-chat,,
193,igp,True,W4386391229,72,10.1007/s12665-023-11137-1,"Groundwater levels estimation from GRACE/GRACE-FO and hydro-meteorological data using deep learning in Ganga River basin, India",Pragay Shourya Moudgil,2023,Environmental Earth Sciences,18,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,unclear,ICE-6G_D,replaced (with SLR),unclear,degree-1 correction applied (Swenson 2008),replaced (with SLR)/unclear,negative GWL trend in the Ganga River basin suggests continuous decline due to anthropogenic groundwater withdrawal,Ganga River basin,6,1,deepseek-chat,,
194,igp,True,W3041240598,42,10.1016/j.iswcr.2020.06.004,Spatiotemporal changes in terrestrial water storage in the Beijing-Tianjin Sandstorm Source Region from GRACE satellites,Yingjun Pang,2020,International Soil and Water Conservation Research,17,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,unclear,unclear,unclear,unclear,unclear,unclear,TWS decreased at a rate of 3.14 mm yr-1,Beijing-Tianjin Sandstorm Source Region,3,3,deepseek-chat,,
195,igp,True,W4224997522,73,10.31577/congeo.2022.52.1.1,Quantification of groundwater storage variation in Himalayan &amp; Peninsular River basins correlating with land deformation effects observed at different Indian cities,Tandrila Sarkar,2022,Contributions to Geophysics and Geodesy,17,no,uses-mascon-product,GRACE+GRACE-FO,mascon,"CSR, JPL, GFZ",RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,"Himalayan River basins 1,2,3 exhibit high GWS mass loss (−260 to −35.12 km³), with Basin 2 being the highest (−260 km³)","Basin 1 (west-flowing rivers of Kutch & Saurashtra, Luni, and five rivers of Punjab); Basin 2 (Ganga-Brahmaputra rivers); Basin 3 (Meghna-Brahmaputra-Ganga rivers); Basin 4 (Mahanadi, Subarnarekha, Brahmani, Baitarini); Basin 5 (Godavari, Tapi, Narmada); Basin 6 (Krishna); Basin 7 (Pennar, Kaveri, and east-flowing rivers between Pennar and Kaveri)",3,3,deepseek-chat,,
196,igp,True,W4391781877,84,10.1016/j.scitotenv.2024.170932,"Declining groundwater and its impacts along Ganga riverfronts using combined Sentinel-1, GRACE, water levels, and rainfall data",Ashwani Raju,2024,The Science of The Total Environment,17,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,continuous depletion (14.6 ± 5.6 mm/yr),Central Ganga Plain (CGP); Varanasi; Ganga Alluvial Plain (GAP); Indo-Gangetic Plains (IGP),0,0,deepseek-chat,,
197,igp,True,W3133916087,97,10.2166/hydro.2021.108,GRNN Model for prediction of groundwater fluctuation in the state of Uttarakhand of India using GRACE data under limited bore well data,Dilip Kumar,2021,Journal of Hydroinformatics,17,no,uses-published-TWS,GRACE,downstream-use,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,groundwater is depleting in hilly areas of the state,Uttarakhand,0,0,deepseek-chat,,
198,igp,True,W3088778249,30,10.1175/jhm-d-20-0085.1,A Strong Linkage between Seasonal Crop Growth and Groundwater Storage Variability in India,Akarsh Asoka,2020,Journal of Hydrometeorology,16,no,uses-mascon-product,GRACE,mascon,CSR,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,groundwater depletion in NWI and NCI,northwest India (NWI); north-central India (NCI); south India (SI),3,3,deepseek-chat,,
199,igp,True,W4306404238,51,10.3390/w14203254,"Spatiotemporal Analysis of Groundwater Storage Changes, Controlling Factors, and Management Options over the Transboundary Indus Basin",Kashif Mehmood,2022,Water,16,no,uses-published-TWS,GRACE,downstream-use,multiple,RL06,G300,unclear,unclear,unclear,unclear,unclear,unclear,"groundwater declined from January 2003 to December 2016, with an overall decreasing trend of 0.44 mm per month",Indus River Basin; Kabul River Basin; Lower Bari Doab Canal,3,2,deepseek-chat,,
200,igp,True,W4391062695,31,10.1016/j.heliyon.2024.e24481,"Analyzing post-2000 groundwater level and rainfall changes in Rajasthan, India, using well observations and GRACE data",Md. Moniruzzaman Monir,2024,Heliyon,13,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,multiple,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,GRACE TWS anomaly shows a decreasing trend of −1.22 cm/yr,"Rajasthan, India",1,1,deepseek-chat,,
201,igp,True,W4206902147,85,10.1016/j.rsase.2021.100685,Analysis of groundwater storage (GWS) dynamics and its temporal evolution for The Indo-Gangetic plain using GRACE data,Saurabh Srivastava,2022,Remote Sensing Applications Society and Environment,11,no,uses-published-TWS,GRACE,downstream-use,"CSR, GFZ, JPL",RL05,G300,unclear,unclear,unclear,unclear,unclear,unclear,"GWS level depleted at rate 2.17 ± 0.06, 0.97 ± 0.06, and 0.74 ± 0.06 mm/month for first, second, third cluster respectively",Indo-Gangetic plain,3,3,deepseek-chat,,
202,igp,True,W4286816995,120,10.1007/s12524-022-01580-1,A Climate Zone Perspective on Spatiotemporal Variations in GRACE Derived Groundwater Storage (GWS) in India,Sourav Kumar,2022,Journal of the Indian Society of Remote Sensing,10,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,unclear,unclear,unclear,unclear,unclear,unclear,maximum average declining rates were reported from NE and Central NE at a rate of 41.2 mm year-1 and 38.6 mm year-1,India; North East India; Central North East India; North West India; West Central India; Peninsular India,3,3,deepseek-chat,,
203,igp,True,W4390893035,121,10.1007/s10661-024-12309-7,"Spatiotemporal distribution of groundwater drought using GRACE-based satellite estimates: a case study of Lower Gangetic Basin, India",Subimal Nandi,2024,Environmental Monitoring and Assessment,10,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06Mv2,mascon,unclear,unclear,unclear,unclear,unclear,unclear,GWSA decreased -10.80 mm/yr (GRACE period),Lower Gangetic Basin,3,1,deepseek-chat,,
204,igp,True,W4310201057,37,10.3390/w14233852,"Bridging the Data Gap between the GRACE Missions and Assessment of Groundwater Storage Variations for Telangana State, India",K. Satish Kumar,2022,Water,10,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,"Telangana state experienced decreasing GWSA in the years 2005, 2009, and 2012, and from 2015 to 2019, leading to severe droughts.","Telangana state, India",3,3,deepseek-chat,,
